"n","iter","seed","W"
100,140,100140,0.764884728472847
100,141,100141,0.767509390939094
100,142,100142,0.80362700270027
100,143,100143,0.811858625862586
100,144,100144,0.867797899789979
100,145,100145,0.768535493549355
100,146,100146,0.857213321332133
100,147,100147,0.858229582958296
100,148,100148,0.868638463846385
100,149,100149,0.857875307530753
100,150,100150,0.827528832883288
100,151,100151,0.792611101110111
100,152,100152,0.831611641164116
100,153,100153,0.87011605160516
100,154,100154,0.866399519951995
100,155,100155,0.866270387038704
100,156,100156,0.741565916591659
100,157,100157,0.865312691269127
100,158,100158,0.898179897989799
100,159,100159,0.861122352235223
100,160,100160,0.780530693069307
100,161,100161,0.816728712871287
100,162,100162,0.794331113111311
100,163,100163,0.836020402040204
100,164,100164,0.818927332733273
100,165,100165,0.796055685568557
100,166,100166,0.86373405340534
100,167,100167,0.763788298829883
100,168,100168,0.766144374437444
100,169,100169,0.511077107710771
100,170,100170,0.526015481548155
100,171,100171,0.836557815781578
100,172,100172,0.814359195919592
100,173,100173,0.803646684668467
100,174,100174,0.842583138313831
100,175,100175,0.854650825082508
100,176,100176,0.847589318931893
100,177,100177,0.783143354335434
100,178,100178,0.794225262526253
100,179,100179,0.88213597359736
100,180,100180,0.75496597659766
100,181,100181,0.804032883288329
100,182,100182,0.840448124812481
100,183,100183,0.453460786078608
100,184,100184,0.889341734173417
100,185,100185,0.865723852385239
100,186,100186,0.867056945694569
100,187,100187,0.825207800780078
100,188,100188,0.840587578757876
100,189,100189,0.812296189618962
100,190,100190,0.436337473747375
100,191,100191,0.424773357335734
100,192,100192,0.806794119411941
100,193,100193,0.902368076807681
100,194,100194,0.81350303030303
100,195,100195,0.860961296129613
100,196,100196,0.488964656465646
100,197,100197,0.818886768676868
100,198,100198,0.770882688268827
100,199,100199,0.8597299729973
100,200,100200,0.802855565556555
